Image Name,Ground Truth,Predicted,Confidence Score
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_202_0.png,PO,PO,0.9997947812080383
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_320_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_14_27_36_1131)_541_1.png,PI,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_53_55_9320)_516_0.png,PI,PI,0.9999946355819702
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_223_0.png,PO,PO,0.9999886751174927
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate(2012_08_24_15_15_12_4817)_28_page_0.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_54_44_8582)_506_0.png,PI,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_260_page_3.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_163_page_1.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_279_0.png,PO,PO,0.7488259673118591
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_276_page_2.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice_29_0.png,PI,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_54_21_8709)_547_0.png,PI,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_142_page_1.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_345_4.png,PO,OTHERS,0.9987375140190125
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_55_07_1508)_518_0.png,PI,OTHERS,0.9999998807907104
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_273_page_7.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_234_0.png,PO,OTHERS,0.9924646615982056
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_164_page_1.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_222_0.png,PO,OTHERS,0.571266233921051
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_269_10.png,PO,OTHERS,0.9168362617492676
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_172_page_1.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice_19_1.png,PI,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_352_0.png,PO,PO,0.9999531507492065
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_318_1.png,PO,OTHERS,0.9999997615814209
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_212_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_91_page_2.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_51_53_1233)_512_0.png,PI,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_91_page_1.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_116_page_0.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_269_5.png,PO,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_217_1.png,PO,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_240_1.png,PO,PO,0.999976396560669
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_190_1.png,PO,PO,0.9999403953552246
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_269_1.png,PO,PO,0.9999997615814209
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_281_0.png,PO,OTHERS,0.9999996423721313
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_217_page_0.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_257_0.png,PO,OTHERS,0.9975383281707764
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_270_1.png,PO,OTHERS,0.999932050704956
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_290_1.png,PO,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_233_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate(2012_08_28_15_02_06_9952)_93_page_0.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_04_17_14_00_41_9003)_303_0.png,PI,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_289_0.png,PO,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_117_page_1.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_38_page_3.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_296_1.png,PO,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_218_1.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_234_1.png,PO,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_240_5.png,PO,OTHERS,0.999983549118042
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_272_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_260_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice_27_0.png,PI,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_236_1.png,PO,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_248_1.png,PO,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_267_page_1.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_52_13_8713)_497_0.png,PI,OTHERS,0.9999873638153076
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_315_1.png,PO,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_194_0.png,PO,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_246_3.png,PO,PO,0.9852267503738403
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_51_15_4180)_493_0.png,PI,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_218_0.png,PO,OTHERS,0.9998956918716431
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_219_page_1.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_261_0.png,PO,PO,0.9853460788726807
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice_19_0.png,PI,OTHERS,0.9999179840087891
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_345_0.png,PO,PO,0.9999995231628418
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice_3_0.png,PI,OTHERS,0.9999995231628418
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_54_30_1695)_505_0.png,PI,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_14_27_36_1131)_541_0.png,PI,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_256_0.png,PO,OTHERS,0.9999995231628418
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice_22_0.png,PI,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_04_16_16_37_06_4995)_283_0.png,PI,PI,0.9999994039535522
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice_23_0.png,PI,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_284_page_5.png,OTHERS,OTHERS,0.9999990463256836
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_220_page_1.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_333_0.png,PO,PO,0.9564005136489868
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_329_0.png,PO,PO,0.9997023940086365
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_269_15.png,PO,PO,0.9999991655349731
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_45_page_2.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_52_page_9.png,OTHERS,OTHERS,0.9999997615814209
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_334_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_346_0.png,PO,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_251_2.png,PO,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_160_page_4.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_305_0.png,PO,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_52_page_11.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_129_page_1.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_205_0.png,PO,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_66_page_1.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_54_51_9272)_507_0.png,PI,PI,0.8717508316040039
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_159_page_0.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_269_7.png,PO,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_276_1.png,PO,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_246_page_11.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_262_0.png,PO,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_52_page_7.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_282_2.png,PO,OTHERS,0.5377200245857239
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_89_page_8.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice_13_0.png,PI,OTHERS,0.9970762729644775
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_263_1.png,PO,OTHERS,0.999995231628418
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_174_page_2.png,OTHERS,PI,0.5174016952514648
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_163_page_5.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_318_0.png,PO,PO,0.9993454813957214
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_273_page_5.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_38_page_1.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_325_0.png,PO,PO,0.9995740056037903
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_276_page_4.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_53_38_4793)_515_0.png,PI,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_34_page_0.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice_20_0.png,PI,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_35_page_1.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_91_page_3.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_52_page_13.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_50_page_1.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_52_page_8.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_201_page_1.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_54_59_7183)_522_0.png,PI,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_162_page_6.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_293_0.png,PO,PO,0.9119212031364441
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_98_page_1.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_242_0.png,PO,PO,0.9999897480010986
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice_32_0.png,PI,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_55_22_4671)_548_0.png,PI,OTHERS,0.5294498801231384
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_57_page_5.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_246_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_349_1.png,PO,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_348_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_328_0.png,PO,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_106_page_1.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice_19_3.png,PI,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_269_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_270_0.png,PO,PO,0.9999607801437378
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_59_page_1.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_246_2.png,PO,PO,0.9535776972770691
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_264_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_345_12.png,PO,OTHERS,0.978749692440033
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_160_page_5.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_346_1.png,PO,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_269_9.png,PO,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_52_page_5.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_235_0.png,PO,PO,0.9988211989402771
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_253_0.png,PO,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_96_page_5.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_163_page_9.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_52_45_9323)_546_0.png,PI,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_276_2.png,PO,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_296_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_55_14_3594)_523_0.png,PI,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_315_0.png,PO,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_52_23_1384)_513_0.png,PI,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_52_page_12.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_153_page_1.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_202_1.png,PO,OTHERS,0.9754955172538757
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_341_0.png,PO,PO,0.6573606133460999
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_267_page_3.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_349_0.png,PO,OTHERS,0.9991108775138855
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_77_page_1.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_186_page_1.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_106_page_3.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_252_0.png,PO,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_206_0.png,PO,PO,0.7186302542686462
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_315_2.png,PO,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_54_13_1046)_504_0.png,PI,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice_31_0.png,PI,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_91_page_4.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_321_0.png,PO,OTHERS,1.0
