imagename,values,gt_label,probs,predicted_label,pred_1_0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_240_4,"[[0.7242758870124817, 0.2757240831851959, 1.2013136281289378e-19], [1.0, 1.1816323490016671e-15, 3.5341669062385165e-23]]",PO,[8.62137944e-01 1.37862042e-01 6.00833522e-20],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_284_page_3,"[[1.0, 2.1001340944071245e-10, 1.5539814443923938e-12]]",OTHERS,[1.00000000e+00 2.10013409e-10 1.55398144e-12],PO,0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_171_page_2,"[[7.198951578579293e-20, 2.206871987830343e-23, 1.0], [0.8557353019714355, 4.508165826863815e-14, 0.14426465332508087], [3.598761821876906e-08, 1.4572980951317593e-13, 1.0], [8.258447398157287e-11, 0.0008122331346385181, 0.9991877675056458], [2.8573504510815556e-14, 1.0, 1.1222312662484413e-10]]",OTHERS,[0.17114707 0.20016245 0.62869048],OTHERS,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_259_0,"[[1.0, 1.2120807364192014e-27, 3.2146378480967667e-27], [1.0, 1.0122654938663628e-13, 5.308185015062065e-16]]",PO,[1.00000000e+00 5.06132747e-14 2.65409251e-16],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_273_page_1,"[[8.644191091698334e-29, 1.723597111119525e-43, 1.0], [8.651816570571892e-28, 2.4600578104396767e-22, 1.0], [9.932091194091307e-33, 1.4757348782303656e-38, 1.0], [3.2522504618052804e-24, 1.0940411496277505e-22, 1.0], [3.237098121742063e-18, 1.6893263803247094e-23, 1.0], [6.716397622010807e-31, 6.376996700960926e-34, 1.0], [3.180689192077561e-28, 2.4012477995659597e-29, 1.0], [1.2328291602738421e-24, 7.736298500339407e-26, 1.0], [5.783240361247882e-20, 7.722955002868511e-30, 1.0], [4.9587832460094796e-33, 3.363116314379561e-42, 1.0], [2.701682248183019e-28, 1.3598955226131815e-29, 1.0], [4.440133685654784e-30, 4.060823287740487e-31, 1.0], [1.962420874925723e-23, 2.6752819006214643e-37, 1.0]]",OTHERS,[2.53458049e-19 2.86446591e-23 1.00000000e+00],OTHERS,1
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_52_31_4878)_498_0,"[[2.621338923702865e-09, 1.0, 2.4003521218324427e-20], [0.0003936799184884876, 0.9996063113212585, 4.012913734641188e-08]]",PI,[1.96841270e-04 9.99803156e-01 2.00645687e-08],PI,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_149_page_8,"[[4.1332713359475126e-19, 3.2094565572859806e-26, 1.0], [8.254189283794881e-24, 9.370556433974286e-21, 1.0], [4.510365429415849e-30, 3.294517462494522e-32, 1.0]]",OTHERS,[1.37778463e-19 3.12352951e-21 1.00000000e+00],OTHERS,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_329_2,"[[1.0, 3.205726790578748e-32, 7.489596898778299e-31]]",PO,[1.00000000e+00 3.20572679e-32 7.48959690e-31],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_284_page_4,"[[4.4597774717658467e-07, 0.9999995231628418, 3.9694857179028986e-08]]",OTHERS,[4.45977747e-07 9.99999523e-01 3.96948572e-08],PI,0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_269_13,"[[1.0, 2.0476740590290894e-24, 3.1849111013495565e-30]]",PO,[1.00000000e+00 2.04767406e-24 3.18491110e-30],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_290_0,"[[0.9999935626983643, 2.057606479866081e-06, 4.3545360313146375e-06], [1.0, 5.082843325919517e-13, 2.235621410218158e-12]]",PO,[9.99996781e-01 1.02880349e-06 2.17726913e-06],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_282_0,"[[0.16743884980678558, 0.8325611352920532, 8.4563937953272e-17]]",PO,[1.67438850e-01 8.32561135e-01 8.45639380e-17],PI,0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice_33_0,"[[8.433759074759187e-33, 1.0, 4.435714159745556e-38]]",PI,[8.43375907e-33 1.00000000e+00 4.43571416e-38],PI,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_224_0,"[[1.0, 1.099810673597686e-16, 1.3626345787908803e-18], [5.285676252242411e-07, 0.9999994039535522, 6.20640392412497e-08]]",PO,[5.00000264e-01 4.99999702e-01 3.10320196e-08],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_276_page_1,"[[1.3013583646021954e-21, 0.6561282873153687, 0.34387171268463135]]",OTHERS,[1.30135836e-21 6.56128287e-01 3.43871713e-01],PI,0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_193_0,"[[1.0, 9.859471976369528e-16, 2.1693669764088675e-18]]",PO,[1.00000000e+00 9.85947198e-16 2.16936698e-18],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_201_1,"[[0.49494990706443787, 0.5050500631332397, 1.9307685062298213e-13], [1.0, 6.673709332131317e-27, 1.4204193193245906e-30]]",PO,[7.47474954e-01 2.52525032e-01 9.65384253e-14],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_354_0,"[[8.76426603526219e-19, 1.0, 1.0866826549715825e-08], [7.248227018585851e-10, 0.9997057318687439, 0.0002942734572570771]]",PO,[3.62411351e-10 9.99852866e-01 1.47142162e-04],PI,0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_232_page_1,"[[9.438403337714571e-27, 4.014361672279603e-28, 1.0], [2.7660854734171135e-30, 6.723686346135179e-36, 1.0], [2.320170683838645e-22, 4.509490247580142e-14, 1.0], [1.1703583934132716e-16, 1.6542269609799867e-23, 1.0]]",OTHERS,[2.92590178e-17 1.12737256e-14 1.00000000e+00],OTHERS,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_57_page_2,"[[5.082481406475908e-18, 1.220722068227156e-25, 1.0], [1.1666309852917993e-25, 8.530009975681155e-27, 1.0], [1.6232075227126316e-14, 1.4571603330976479e-19, 1.0]]",OTHERS,[5.41238590e-15 4.85720546e-20 1.00000000e+00],OTHERS,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_255_0,"[[1.0, 8.286829555892439e-12, 8.921992705216831e-21]]",PO,[1.00000000e+00 8.28682956e-12 8.92199271e-21],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_350_0,"[[0.999970555305481, 2.9422300940495916e-05, 3.307568845548059e-12], [3.2289460500101996e-18, 1.0, 5.39276548188374e-23]]",PO,[4.99985278e-01 5.00014711e-01 1.65378442e-12],PI,0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_48_page_1,"[[1.1331792709040611e-12, 0.0005368571146391332, 0.9994631409645081]]",OTHERS,[1.13317927e-12 5.36857115e-04 9.99463141e-01],OTHERS,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_324_0,"[[0.9999837875366211, 1.6245652659563348e-05, 2.058277356333741e-15]]",PO,[9.99983788e-01 1.62456527e-05 2.05827736e-15],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_261_page_5,"[[1.8264018223250803e-16, 3.015952394136358e-16, 1.0]]",OTHERS,[1.82640182e-16 3.01595239e-16 1.00000000e+00],OTHERS,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_78_page_1,"[[3.4801910686610427e-08, 1.5724888203694676e-15, 1.0]]",OTHERS,[3.48019107e-08 1.57248882e-15 1.00000000e+00],OTHERS,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_248_2,"[[0.9999897480010986, 1.0247541467833798e-05, 5.844640039413133e-19], [0.07058627903461456, 0.9294137954711914, 1.9310369140301473e-15]]",PO,[5.35288014e-01 4.64712022e-01 9.65810689e-16],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_202_0,"[[1.0, 1.0945251747719294e-15, 4.314394594595913e-28], [0.13581430912017822, 0.8641856908798218, 3.6873412145511076e-17]]",PO,[5.67907155e-01 4.32092845e-01 1.84367061e-17],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_320_0,"[[1.0, 6.962027525661552e-13, 9.882651446561449e-19], [1.0, 4.978124286663727e-22, 1.6452878989769992e-11]]",PO,[1.00000000e+00 3.48101377e-13 8.22643999e-12],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_14_27_36_1131)_541_1,"[[2.321898974282064e-28, 1.0, 4.668097817280726e-24]]",PI,[2.32189897e-28 1.00000000e+00 4.66809782e-24],PI,1
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_53_55_9320)_516_0,"[[1.424766603411718e-22, 1.0, 1.4633918380957366e-29], [8.711438681530126e-07, 0.9999991655349731, 6.60737109470233e-09]]",PI,[4.35571934e-07 9.99999583e-01 3.30368555e-09],PI,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_223_0,"[[8.123602485143877e-12, 0.9999998807907104, 7.960509407212157e-08], [5.840172359376551e-20, 1.0, 2.8895432981268823e-18]]",PO,[4.06180127e-12 9.99999940e-01 3.98025470e-08],PI,0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate(2012_08_24_15_15_12_4817)_28_page_0,"[[0.15714618563652039, 0.8405278921127319, 0.002325918758288026]]",OTHERS,[0.15714619 0.84052789 0.00232592],PI,0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_54_44_8582)_506_0,"[[1.1585644642764237e-05, 0.9999884366989136, 8.129329593384652e-14], [1.0608111611354332e-12, 1.138561529501203e-07, 0.9999998807907104]]",PI,[5.79282285e-06 4.99994275e-01 4.99999940e-01],OTHERS,0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_260_page_3,"[[0.7202762365341187, 1.8676196589240135e-08, 0.2797237038612366]]",OTHERS,[7.20276237e-01 1.86761966e-08 2.79723704e-01],PO,0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_163_page_1,"[[9.247894071419426e-16, 0.00041878726915456355, 0.9995811581611633]]",OTHERS,[9.24789407e-16 4.18787269e-04 9.99581158e-01],OTHERS,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_279_0,"[[0.027615122497081757, 0.052121419459581375, 0.920263409614563], [2.323967735998549e-17, 1.0, 2.1180624962258143e-11]]",PO,[0.01380756 0.52606071 0.4601317 ],PI,0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_276_page_2,"[[8.140065092180919e-22, 1.0307795927439389e-15, 1.0], [0.9985436201095581, 6.5356551282036435e-09, 0.0014564312295988202]]",OTHERS,[4.99271810e-01 3.26782808e-09 5.00728216e-01],OTHERS,1
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice_29_0,"[[1.445321993191677e-37, 1.0, 7.748697474530392e-35], [1.4265229622556497e-11, 1.0, 7.120917354039302e-13]]",PI,[7.13261481e-12 1.00000000e+00 3.56045868e-13],PI,1
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_54_21_8709)_547_0,"[[1.411026739894794e-09, 1.0, 5.881553038871797e-21], [2.2329982130031567e-06, 0.9999977350234985, 7.465488671698495e-09]]",PI,[1.11720462e-06 9.99998868e-01 3.73274434e-09],PI,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_142_page_1,"[[0.17682433128356934, 0.8231592774391174, 1.641020025999751e-05]]",OTHERS,[1.76824331e-01 8.23159277e-01 1.64102003e-05],PI,0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_345_4,"[[1.0, 3.8093979359832275e-11, 9.389714253616092e-18], [6.208522539780467e-17, 4.017446930681956e-10, 1.0]]",PO,[5.00000000e-01 2.19919336e-10 5.00000000e-01],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_55_07_1508)_518_0,"[[5.158926332459422e-14, 1.0, 3.782227516207372e-18], [1.2611797457068308e-12, 1.0, 8.425153817334143e-15]]",PI,[6.56384505e-13 1.00000000e+00 4.21446802e-15],PI,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_273_page_7,"[[0.004981466103345156, 6.240167826909726e-10, 0.995018482208252]]",OTHERS,[4.98146610e-03 6.24016783e-10 9.95018482e-01],OTHERS,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_234_0,"[[0.9528623223304749, 0.04713770002126694, 3.9337809268694124e-13], [3.066415592911653e-05, 0.9999693632125854, 1.6669826570851192e-18]]",PO,[4.76446493e-01 5.23553532e-01 1.96689880e-13],PI,0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_164_page_1,"[[5.546662573685524e-10, 8.651144037252756e-12, 1.0], [1.0, 2.5971748630539427e-18, 4.132675313073264e-10], [0.9999661445617676, 3.457807300537567e-24, 3.388529148651287e-05], [0.011600472033023834, 7.335200968763139e-14, 0.9883995056152344]]",OTHERS,[5.02891654e-01 2.18112466e-12 4.97108348e-01],PO,0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_222_0,"[[1.0, 7.711346561301013e-10, 9.747309395506441e-18], [1.0, 8.949942100019529e-29, 5.3888871740920546e-20]]",PO,[1.00000000e+00 3.85567328e-10 4.90059913e-18],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_269_10,"[[1.0, 4.175386026776146e-30, 4.4454599051012975e-28]]",PO,[1.00000000e+00 4.17538603e-30 4.44545991e-28],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_172_page_1,"[[1.2266055013266688e-22, 2.1696600713153134e-15, 1.0], [7.268439888594798e-26, 2.6234914591459525e-19, 1.0], [8.08003877263648e-24, 1.6830878789596044e-22, 1.0], [2.0954434679933652e-15, 2.8686167239973675e-21, 1.0]]",OTHERS,[5.23860900e-16 5.42481364e-16 1.00000000e+00],OTHERS,1
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice_19_1,"[[0.9995055198669434, 0.0004944573156535625, 5.573813979808939e-12]]",PI,[9.99505520e-01 4.94457316e-04 5.57381398e-12],PO,0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_352_0,"[[1.0, 6.357188328194774e-23, 1.6578057861224852e-19], [1.0, 7.252637448669063e-15, 2.35010104367335e-14]]",PO,[1.00000000e+00 3.62631876e-15 1.17505881e-14],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_318_1,"[[1.0, 7.249778034845722e-14, 2.1753064886361676e-20]]",PO,[1.00000000e+00 7.24977803e-14 2.17530649e-20],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_212_0,"[[1.0, 7.427059158339788e-24, 8.665778936990144e-15], [1.0, 6.050903108622365e-18, 3.8162365301046066e-21]]",PO,[1.00000000e+00 3.02545527e-18 4.33289138e-15],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_91_page_2,"[[2.507603681509472e-21, 2.076847740759364e-28, 1.0], [1.8483899111743085e-05, 1.2118738811178843e-19, 0.9999815225601196], [5.105514101766406e-12, 4.131051814717062e-25, 1.0], [2.0291133218108826e-09, 5.530113048735075e-05, 0.9999446868896484], [0.9999997615814209, 8.04445718927127e-08, 1.665275703999214e-07]]",OTHERS,[2.00003650e-01 1.10763150e-05 7.99985275e-01],OTHERS,1
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_51_53_1233)_512_0,"[[1.317320363902752e-09, 1.0, 6.393998601555272e-19], [0.9660691022872925, 0.00029909919248893857, 0.0336318165063858]]",PI,[0.48303455 0.50014955 0.01681591],PI,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_190_1,"[[1.5339178816020649e-09, 1.0, 2.2636402301212666e-12], [1.0, 9.526013559434977e-19, 8.881419905071297e-12]]",PO,[5.00000001e-01 5.00000000e-01 5.57253007e-12],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_267_page_1,"[[1.5663041532442168e-23, 9.665514543434954e-26, 1.0], [1.2535998697447796e-18, 4.778510537430244e-15, 1.0], [3.777661130865103e-23, 6.765944499892804e-18, 1.0], [1.3578000348468498e-16, 8.16300564062129e-24, 1.0], [8.384751363454902e-31, 1.0568311113327676e-30, 1.0], [4.0313022776780434e-21, 3.7648805784028687e-26, 1.0], [2.262006876724346e-25, 3.4234969787563366e-24, 1.0], [1.0521507978301499e-19, 3.237255337757236e-20, 1.0]]",OTHERS,[1.71428629e-17 5.98163608e-16 1.00000000e+00],OTHERS,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_186_page_1,"[[4.555590280008737e-12, 1.383320488156142e-28, 1.0], [6.513266591372639e-21, 9.263226142576953e-28, 1.0], [0.9800938963890076, 5.883299181164148e-08, 0.01990598626434803]]",OTHERS,[3.26697965e-01 1.96109973e-08 6.73301995e-01],OTHERS,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_236_0,"[[1.0, 4.586506521797595e-12, 1.7132523766100367e-14], [0.9999098777770996, 9.008345659822226e-05, 2.857238854490755e-15]]",PO,[9.99954939e-01 4.50417306e-05 9.99488131e-15],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice_31_0,"[[8.393193083397291e-25, 1.0, 4.657807973468262e-35]]",PI,[8.39319308e-25 1.00000000e+00 4.65780797e-35],PI,1
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice_22_0,"[[0.9972866773605347, 1.1340482330979285e-07, 0.002713268855586648], [2.522776640034863e-06, 0.9999967813491821, 7.372731829491386e-07]]",PI,[0.4986446 0.49999845 0.001357 ],PI,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_282_2,"[[1.0, 3.6814877536644374e-17, 6.386075161610983e-27], [3.652452505775727e-05, 0.7394366264343262, 0.2605269253253937]]",PO,[0.50001826 0.36971831 0.13026346],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_345_12,"[[4.988266937289154e-07, 2.5054183424799703e-05, 0.9999744892120361], [0.9897671341896057, 0.010232821106910706, 1.9365706260821014e-10]]",PO,[0.49488382 0.00512894 0.49998724],OTHERS,0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_96_page_5,"[[0.005461613181978464, 4.951571099809371e-07, 0.994537889957428]]",OTHERS,[5.46161318e-03 4.95157110e-07 9.94537890e-01],OTHERS,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_273_page_5,"[[4.6681036057594705e-29, 2.9284173409704922e-24, 1.0], [8.685733433185501e-23, 3.927853702012651e-12, 1.0], [9.522428339344218e-24, 2.408423928890837e-27, 1.0], [1.90960642275101e-21, 2.6070324499550574e-25, 1.0], [1.5955934542498056e-25, 7.967526100551442e-31, 1.0], [9.922772561686423e-26, 3.25307279407871e-22, 1.0], [4.3631794115856484e-24, 2.75631081471206e-30, 1.0], [5.364651764116057e-32, 4.3745089217210464e-33, 1.0], [2.346563167693405e-21, 1.8807628852072918e-19, 1.0], [6.196855425766134e-25, 1.681015752817141e-29, 1.0], [6.238798781170019e-30, 4.002125306470594e-30, 1.0], [7.958087314130502e-14, 1.9597675262120196e-13, 1.0], [5.9045429188131345e-31, 7.894888637071759e-30, 1.0]]",OTHERS,[6.12160596e-15 3.17217742e-13 1.00000000e+00],OTHERS,1
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_51_15_4180)_493_0,"[[7.569992632738831e-09, 1.0, 8.950593444248132e-21], [0.00014459178782999516, 0.9998193383216858, 3.607885810197331e-05]]",PI,[7.22996789e-05 9.99909669e-01 1.80394291e-05],PI,1
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_52_13_8713)_497_0,"[[1.874377821397123e-15, 4.743138326546159e-09, 1.0], [3.5637948755246063e-12, 1.0, 2.1520628345924626e-21]]",PI,[1.78283463e-12 5.00000002e-01 5.00000000e-01],PI,1
