Image Name,Ground Truth,Predicted,Confidence Score
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_53_48_7045)_503_0.png,PI,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_52_54_0394)_500_0.png,PI,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_276_page_5.png,OTHERS,OTHERS,0.9999998807907104
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2012_08_21_17_37_37_7580)_82_0.png,PI,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_240_4.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_284_page_3.png,OTHERS,OTHERS,0.7560092210769653
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_171_page_2.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_259_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_273_page_1.png,OTHERS,OTHERS,0.9992341995239258
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_52_31_4878)_498_0.png,PI,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_149_page_8.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_329_2.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_284_page_4.png,OTHERS,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_269_13.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_290_0.png,PO,OTHERS,0.9843581914901733
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_282_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice_33_0.png,PI,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_224_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_276_page_1.png,OTHERS,PI,0.9999998807907104
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_193_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_201_1.png,PO,PO,0.9999998807907104
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_354_0.png,PO,PO,0.99997878074646
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_232_page_1.png,OTHERS,OTHERS,0.9999998807907104
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_57_page_2.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_255_0.png,PO,PI,0.9999921321868896
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_350_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_48_page_1.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_324_0.png,PO,PO,0.9999915361404419
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_261_page_5.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_78_page_1.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_248_2.png,PO,OTHERS,0.929138720035553
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_202_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_320_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_14_27_36_1131)_541_1.png,PI,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_53_55_9320)_516_0.png,PI,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_223_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate(2012_08_24_15_15_12_4817)_28_page_0.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_54_44_8582)_506_0.png,PI,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_260_page_3.png,OTHERS,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_163_page_1.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_279_0.png,PO,OTHERS,0.9873536825180054
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_276_page_2.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice_29_0.png,PI,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_54_21_8709)_547_0.png,PI,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_142_page_1.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_345_4.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_55_07_1508)_518_0.png,PI,PI,0.999707043170929
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_273_page_7.png,OTHERS,OTHERS,0.9998854398727417
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_234_0.png,PO,PO,0.9957461953163147
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_164_page_1.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_222_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_269_10.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_172_page_1.png,OTHERS,OTHERS,0.9999918937683105
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice_19_1.png,PI,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_352_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_318_1.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_212_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_91_page_2.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_51_53_1233)_512_0.png,PI,PI,0.9999983310699463
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_255_page_1.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_293_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_217_1.png,PO,PI,0.9998959302902222
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_341_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_52_page_5.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_235_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_55_14_3594)_523_0.png,PI,PI,0.9999984502792358
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_129_page_1.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_264_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_288_page_1.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_261_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_52_page_8.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_236_0.png,PO,PO,0.9052762985229492
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_269_5.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_45_page_2.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_54_13_1046)_504_0.png,PI,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_186_page_1.png,OTHERS,OTHERS,0.9999995231628418
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_54_59_7183)_522_0.png,PI,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_52_23_1384)_513_0.png,PI,PI,0.9296911358833313
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_106_page_1.png,OTHERS,OTHERS,0.9999943971633911
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_349_1.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_290_1.png,PO,OTHERS,0.9999996423721313
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_269_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice_19_2.png,PI,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_162_page_1.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_166_page_0.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_280_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_142_page_3.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_273_page_5.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_246_1.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_174_page_2.png,OTHERS,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_91_page_4.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_260_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_35_page_1.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_51_25_9844)_494_0.png,PI,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_219_page_1.png,OTHERS,PO,0.9977003931999207
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_248_1.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_32_page_0.png,OTHERS,OTHERS,0.9974615573883057
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice_22_1.png,PI,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_223_1.png,PO,PO,0.9999470710754395
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_246_2.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_297_0.png,PO,PO,0.9987642765045166
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_202_1.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_38_page_3.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_52_39_0207)_499_0.png,PI,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_269_7.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_325_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_233_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_55_32_9751)_519_0.png,PI,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice_19_0.png,PI,PO,0.9501872062683105
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_141_page_1.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice_20_0.png,PI,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_51_40_2579)_491_0.png,PI,PI,0.9999998807907104
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_329_3.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_14_27_36_1131)_541_0.png,PI,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_276_2.png,PO,PO,0.9998125433921814
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_163_page_5.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_321_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_33_page_1.png,OTHERS,OTHERS,0.999995231628418
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_260_page_2.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_270_1.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_282_1.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_201_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_269_3.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_52_page_12.png,OTHERS,PO,0.8784245848655701
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_305_1.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_149_page_9.png,OTHERS,OTHERS,0.999998927116394
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_315_2.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_333_0.png,PO,PO,0.9220954179763794
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_167_page_3.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_334_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_276_page_4.png,OTHERS,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_245_1.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_267_page_3.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice_22_0.png,PI,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_58_page_3.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_52_13_8713)_497_0.png,PI,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_162_page_6.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_34_page_0.png,OTHERS,OTHERS,0.8541972041130066
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_339_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_53_38_4793)_515_0.png,PI,PI,0.9999997615814209
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_257_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_53_18_2898)_502_0.png,PI,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_246_3.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate(2012_08_28_15_02_06_9952)_93_page_0.png,OTHERS,PO,0.9999995231628418
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_227_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_344_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_54_03_3279)_517_0.png,PI,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_77_page_1.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_345_12.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_227_1.png,PO,PO,0.9999667406082153
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_269_11.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_269_2.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_52_page_9.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_91_page_3.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_194_0.png,PO,PO,0.9750398397445679
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_270_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_272_0.png,PO,PO,0.9885181188583374
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_190_1.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_276_1.png,PO,PO,0.999998927116394
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_236_1.png,PO,OTHERS,0.8088576197624207
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_52_page_11.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_91_page_1.png,OTHERS,OTHERS,0.999996542930603
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_265_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_58_page_1.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_273_page_3.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_219_1.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_349_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_51_15_4180)_493_0.png,PI,PI,0.6878615617752075
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_276_page_3.png,OTHERS,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_55_22_4671)_548_0.png,PI,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_240_3.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_284_page_2.png,OTHERS,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_98_page_1.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice_19_3.png,PI,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_53_01_7838)_501_0.png,PI,PI,0.9999991655349731
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_305_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_292_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_52_06_4463)_496_0.png,PI,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_338_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_284_page_5.png,OTHERS,OTHERS,0.9999945163726807
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_167_page_1.png,OTHERS,OTHERS,0.9999997615814209
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_242_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_276_page_7.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_329_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_282_2.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_163_page_9.png,OTHERS,OTHERS,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_54_51_9272)_507_0.png,PI,PI,0.9999986886978149
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_315_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_334_5.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_30_page_1.png,OTHERS,OTHERS,0.9999998807907104
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice_32_0.png,PI,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_240_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_218_0.png,PO,PO,0.9999910593032837
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_240_5.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_04_16_16_37_06_4995)_283_0.png,PI,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_281_0.png,PO,OTHERS,0.9999985694885254
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_51_32_1661)_490_0.png,PI,PI,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_240_1.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_229_1.png,PO,OTHERS,0.9999868869781494
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_328_0.png,PO,PO,1.0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_59_page_3.png,OTHERS,OTHERS,0.9999982118606567
